Dataset,IR,Method,cost_r1,cost_r2,cost_r5,cost_r10,cost_r20,cost_r50,fit_seconds
digits_1,8.873626373626374,RandomBalance+t05,0.01057257814917982,0.015023212627669452,0.02837511606313835,0.05062828845558651,0.09513463324048282,0.22865366759517175,143.6235152721405
digits_1,8.873626373626374,RandomForest+Elkan,0.01224233983286908,0.006675951717734448,0.02281027545651501,0.04674404209223151,0.09348653667595172,0.19756422160321882,2.644861030578613
digits_1,8.873626373626374,RandomForest+t05,0.01224233983286908,0.0228149179820489,0.054532652429588366,0.10739554317548747,0.21312132466728567,0.5302986691426803,2.644861030578613
digits_1,8.873626373626374,SPE+Elkan,0.006677499226245745,0.01613122872175797,0.044514082327452804,0.09403899721448468,0.16974001857010212,0.38511761064685857,16.16178011894226
digits_1,8.873626373626374,SPE+t05,0.006677499226245745,0.007788610337356855,0.01112194367069019,0.016677499226245743,0.027788610337356856,0.06112194367069018,16.16178011894226
digits_8,9.327586206896552,GradientBoost+Elkan,0.017804085422469824,0.03227329000309502,0.05673320953265243,0.08452800990405447,0.15458991024450636,0.19468121324667287,3.687973213195801
digits_8,9.327586206896552,GradientBoost+t05,0.017804085422469824,0.035052615289384095,0.08679820489012689,0.17304085422469823,0.3455261528938409,0.8629820489012691,3.687973213195801
digits_8,9.327586206896552,Pool-uniform+Elkan,0.026143608789848345,0.05952027236149798,0.14076137418755802,0.2248142989786444,0.3772918601052306,0.6321463943051686,25.493537282943727
digits_8,9.327586206896552,Pool-uniform+t05,0.026143608789848345,0.03894150417827298,0.07733519034354688,0.14132466728567006,0.2693036211699164,0.6532404828226556,25.493537282943727
digits_8,9.327586206896552,RandomBalance+Elkan,0.026143608789848345,0.047277932528628906,0.12297895388424636,0.23206437635406996,0.375099040544723,0.6020798514391829,178.00650815963746
digits_8,9.327586206896552,RandomBalance+t05,0.026143608789848345,0.039498607242339834,0.07956360259981429,0.14633859486227174,0.27988857938718664,0.6805385329619312,178.00650815963746
digits_8,9.327586206896552,RandomForest+Elkan,0.025043330238316307,0.0278164654905602,0.03725626740947076,0.06176261219436707,0.14021665119158155,0.36667904673475704,2.9361444473266602
digits_8,9.327586206896552,RandomForest+t05,0.025043330238316307,0.04953110492107706,0.12299442896935933,0.2454333023831631,0.4903110492107706,1.2249442896935934,2.9361444473266602
digits_8,9.327586206896552,SPE+Elkan,0.01724233983286908,0.04227793252862891,0.1685948622717425,0.38672082946456204,0.6499380996595481,0.8864716805942432,15.590847539901734
digits_8,9.327586206896552,SPE+t05,0.01724233983286908,0.02614515629835964,0.052853605694831315,0.09736768802228413,0.18639585267718972,0.4534803466419065,15.590847539901734
digits_9,8.983333333333333,GradientBoost+Elkan,0.018356545961002786,0.030030950170225938,0.05005725781491799,0.07065150108325596,0.11067780872794801,0.2391736304549675,4.025049495697021
digits_9,8.983333333333333,GradientBoost+t05,0.018356545961002786,0.035041782729805016,0.0850974930362117,0.16852367688022282,0.3353760445682451,0.8359331476323121,4.025049495697021
digits_9,8.983333333333333,Pool-uniform+Elkan,0.02114051377282575,0.03839213865676261,0.08848189415041782,0.1569467657072114,0.24487929433611882,0.4368724852986691,32.290848875045775
digits_9,8.983333333333333,Pool-uniform+t05,0.02114051377282575,0.03226090993500465,0.06562209842154132,0.12122407923243579,0.2324280408542247,0.5660399257195914,32.290848875045775
digits_9,8.983333333333333,RandomBalance+Elkan,0.025594243268337973,0.03895697926338595,0.10575673166202412,0.17033271432992883,0.2627313525224389,0.4352491488703188,167.27134613990785
digits_9,8.983333333333333,RandomBalance+t05,0.025594243268337973,0.03615598885793872,0.06784122562674094,0.12064995357474466,0.2262674094707521,0.5431197771587744,167.27134613990785
digits_9,8.983333333333333,RandomForest+Elkan,0.02670380687093779,0.020577220674713712,0.03282575054162798,0.08069018879603837,0.1602383163107397,0.28436706901887965,4.035385370254517
digits_9,8.983333333333333,RandomForest+t05,0.02670380687093779,0.05340761374187558,0.13351903435468895,0.2670380687093779,0.5340761374187558,1.3351903435468895,4.035385370254517
digits_9,8.983333333333333,SPE+Elkan,0.012236149798823894,0.030603528319405753,0.09405292479108635,0.2142556484060662,0.4218399876199319,0.714531104921077,18.43235902786255
digits_9,8.983333333333333,SPE+t05,0.012236149798823894,0.019463014546580008,0.041143608789848345,0.07727793252862891,0.14954658000619003,0.3663525224388734,18.43235902786255
ecoli4,15.8,GradientBoost+Elkan,0.047585601404741,0.07133450395083406,0.11273046532045654,0.17177348551360844,0.32568042142230025,0.6283143107989464,0.6902828693389893
ecoli4,15.8,GradientBoost+t05,0.047585601404741,0.07133450395083406,0.14258121158911324,0.26132572431957857,0.49881474978050927,1.2112818261633012,0.6902828693389893
ecoli4,15.8,Pool-uniform+Elkan,0.03555750658472344,0.06527655838454785,0.15465320456540826,0.22857769973661105,0.22287093942054437,0.2884108867427568,4.152177381515503
ecoli4,15.8,Pool-uniform+t05,0.03555750658472344,0.05035118525021949,0.09473222124670763,0.1687006145741879,0.31663740122914835,0.7604477611940299,4.152177381515503
ecoli4,15.8,RandomBalance+Elkan,0.029631255487269536,0.0533801580333626,0.12168568920105356,0.23507462686567165,0.5445566286215978,0.7581650570676032,11.842914915084839
ecoli4,15.8,RandomBalance+t05,0.029631255487269536,0.041483757682177345,0.07704126426690079,0.13630377524143986,0.254828797190518,0.6104038630377524,11.842914915084839
ecoli4,15.8,RandomForest+Elkan,0.026733977172958733,0.038542581211589114,0.06826163301141353,0.0654521510096576,0.14587357330992096,0.30079016681299386,2.0030027866363525
ecoli4,15.8,RandomForest+t05,0.026733977172958733,0.04754170324846356,0.10996488147497804,0.2140035118525022,0.42208077260755045,1.0463125548726953,2.0030027866363525
ecoli4,15.8,SPE+Elkan,0.035601404741000875,0.059438103599648816,0.16369622475856013,0.33028972783143107,0.517603160667252,0.6250219490781388,7.733714866638183
ecoli4,15.8,SPE+t05,0.035601404741000875,0.044512730465320456,0.0712467076382792,0.11580333625987708,0.20491659350307287,0.47225636523266024,7.733714866638183
german_credit,2.3333333333333335,GradientBoost+Elkan,0.246,0.374,0.553,0.718,0.8019999999999999,0.692,1.4097226142883301
german_credit,2.3333333333333335,GradientBoost+t05,0.246,0.40700000000000003,0.89,1.6949999999999998,3.3049999999999997,8.135,1.4097226142883301
german_credit,2.3333333333333335,Pool-uniform+Elkan,0.261,0.40800000000000003,0.612,0.666,0.699,0.7,9.652125215530395
german_credit,2.3333333333333335,Pool-uniform+t05,0.261,0.373,0.709,1.269,2.3890000000000002,5.749,9.652125215530395
german_credit,2.3333333333333335,RandomBalance+Elkan,0.261,0.42000000000000004,0.612,0.688,0.695,0.7,41.929882526397705
german_credit,2.3333333333333335,RandomBalance+t05,0.261,0.372,0.705,1.26,2.37,5.7,41.929882526397705
german_credit,2.3333333333333335,RandomForest+Elkan,0.248,0.367,0.545,0.673,0.712,0.742,1.4895314216613769
german_credit,2.3333333333333335,RandomForest+t05,0.248,0.445,1.036,2.021,3.9909999999999997,9.901,1.4895314216613769
german_credit,2.3333333333333335,SPE+Elkan,0.30700000000000005,0.46299999999999997,0.633,0.6950000000000001,0.7,0.7,10.616839981079101
german_credit,2.3333333333333335,SPE+t05,0.30700000000000005,0.387,0.627,1.027,1.827,4.226999999999999,10.616839981079101
heart_disease,1.1956521739130435,GradientBoost+Elkan,0.19464480874316942,0.2671584699453552,0.42896174863387976,0.593551912568306,0.9126775956284152,1.0515300546448088,0.8980441570281983
heart_disease,1.1956521739130435,GradientBoost+t05,0.19464480874316942,0.3101639344262295,0.6567213114754098,1.2343169398907103,2.3895081967213114,5.855081967213115,0.8980441570281983
