Dataset,IR,Method,Recall,Precision,F1,BAcc,AUC,cost_r1,cost_r2,cost_r5,cost_r10,cost_r20,cost_r50
heart_disease,1.1956521739130435,SPE,0.7732804232804233,0.810037493840552,0.789036073801252,0.8088624338624338,0.895751162417829,0.18797814207650274,0.2913114754098361,0.6013114754098361,1.1179781420765027,2.151311475409836,5.251311475409836
horse_colic,1.7444444444444445,ASE-Stacking,0.9148148148148147,0.60334109441006,0.7237558535164579,0.7809625149342891,0.8907594086021505,0.25523809523809526,0.2862857142857143,0.3794285714285714,0.5346666666666666,0.8451428571428572,1.7765714285714287
horse_colic,1.7444444444444445,ASE-Static,0.6925925925925926,0.7799133580557729,0.7296462415817255,0.7878957586618877,0.8958744026284349,0.18639455782312928,0.2985578231292517,0.635047619047619,1.1958639455782314,2.317496598639456,5.682394557823129
horse_colic,1.7444444444444445,BalancedBagging,0.8148148148148148,0.6826234360181729,0.7377280832502513,0.7961506869773,0.883449074074074,0.20908843537414964,0.2766530612244898,0.4793469387755102,0.8171700680272109,1.4928163265306122,3.5197551020408167
horse_colic,1.7444444444444445,DSS,0.7222222222222222,0.7548694597829744,0.732206949349195,0.7909834229390681,0.8987791218637992,0.19044897959183676,0.29178231292517004,0.59578231292517,1.1024489795918369,2.11578231292517,5.15578231292517
horse_colic,1.7444444444444445,EasyEnsemble,0.8296296296296296,0.6917408207456217,0.7501667542489109,0.8066494922341697,0.898995669056153,0.1996734693877551,0.26179591836734695,0.44816326530612244,0.7587755102040816,1.38,3.243673469387755
horse_colic,1.7444444444444445,GB+Threshold,0.6666666666666666,0.8008714628451471,0.724062840634048,0.7835349462365591,0.8904345878136202,0.1849251700680272,0.3065034013605442,0.6712380952380952,1.2791292517006803,2.4949115646258506,6.142258503401361
horse_colic,1.7444444444444445,GradientBoost,0.662962962962963,0.782935266774276,0.7104470242011439,0.7764075567502986,0.8873245221027479,0.19303401360544217,0.316,0.6848979591836735,1.2997278911564625,2.529387755102041,6.218367346938775
horse_colic,1.7444444444444445,RF+Threshold,0.6185185185185186,0.8480576504105916,0.7089030032300332,0.7742122162485067,0.9062443996415771,0.18361904761904763,0.3226938775510204,0.7399183673469387,1.4352925170068027,2.8260408163265307,6.998285714285714
horse_colic,1.7444444444444445,RUSBoost,0.7925925925925926,0.7207585063241948,0.7511053292351371,0.8049320489844684,0.8921557646356034,0.19175510204081633,0.2674013605442177,0.4943401360544218,0.8725714285714286,1.6290340136054422,3.8984217687074834
horse_colic,1.7444444444444445,RandomBalance,0.711111111111111,0.7492119423927205,0.7171126972905009,0.7792114695340502,0.902396953405018,0.20258503401360545,0.3080816326530612,0.6245714285714286,1.1520544217687074,2.2070204081632654,5.371918367346939
horse_colic,1.7444444444444445,RandomForest,0.6,0.8246727836433719,0.6893678760740747,0.7618279569892473,0.9001773446833929,0.19439455782312925,0.34024489795918367,0.777795918367347,1.507047619047619,2.965551020408163,7.3410612244897955
horse_colic,1.7444444444444445,SMOTEBoost,0.7148148148148148,0.7451655726255269,0.7227754333674442,0.7830794504181601,0.8890232974910395,0.19858503401360544,0.30269387755102045,0.6150204081632654,1.13556462585034,2.17665306122449,5.2999183673469386
horse_colic,1.7444444444444445,SPE,0.7518518518518519,0.7538791175098215,0.7467789820735625,0.8027740442054958,0.9040882616487455,0.18361904761904763,0.27420408163265303,0.5459591836734694,0.9988843537414966,1.904734693877551,4.622285714285714
ionosphere,1.7857142857142858,ASE-Stacking,0.898974358974359,0.8559612326453261,0.8746463813731984,0.9057834757834758,0.9677310541310541,0.09215291750503019,0.1283031522468142,0.23675385647216632,0.41750503018108653,0.7790073775989269,1.8635144198524478
ionosphere,1.7857142857142858,ASE-Static,0.8672820512820513,0.92850301872041,0.8950703845083766,0.9143817663817664,0.9671977207977208,0.0722468142186452,0.11978537894030851,0.2624010731052985,0.500093896713615,0.9754795439302482,2.4016364855801475
ionosphere,1.7857142857142858,BalancedBagging,0.8727179487179487,0.8279214620504943,0.8475531999979967,0.8837663817663818,0.9394723646723647,0.11303822937625754,0.15865861837692824,0.2955197853789403,0.5236217303822938,0.9798256203890007,2.3484372904091213
ionosphere,1.7857142857142858,DSS,0.8725128205128205,0.9158535639962295,0.8919910861730994,0.9132934472934473,0.9632957264957265,0.07510395707578807,0.12075117370892019,0.2576928236083166,0.4859289067739772,0.9424010731052984,2.3118175720992626
ionosphere,1.7857142857142858,EasyEnsemble,0.869948717948718,0.9110512772251903,0.8883453559216223,0.9105299145299146,0.9622814814814815,0.07793427230046948,0.12452045606975184,0.2642790073775989,0.4972099262240107,0.9630717639168344,2.360657276995305
ionosphere,1.7857142857142858,GB+Threshold,0.8487179487179487,0.9436163691381083,0.8913878992591322,0.9095441595441596,0.9646792022792022,0.07319919517102616,0.12739101274312542,0.28996646545942323,0.5609255533199194,1.102843729040912,2.7285982562038895
